"batch","id","userAgent","OS","Browser","isMobile","studyCondition","firstCondition","seqAirline","errorStates","seqStates","focusState","focusAirline","secondCondition","errorAirline","approx_airline_howManyCompare_0_answer","approx_airline_howManyCompare_0_data","approx_airline_howManyCompare_0_approx","approx_airline_howManyCompare_0_confidence","approx_airline_howMany_answer","approx_airline_howMany_approx","approx_airline_howMany_confidence","approx_airline_howManyCompare_1_answer","approx_airline_howManyCompare_1_data","approx_airline_howManyCompare_1_approx","approx_airline_howManyCompare_1_confidence","approx_states_howManyCompare_0_answer","approx_states_howManyCompare_0_data","approx_states_howManyCompare_0_approx","approx_states_howManyCompare_0_confidence","approx_states_howMany_answer","approx_states_howMany_approx","approx_states_howMany_confidence","approx_states_howManyCompare_1_answer","approx_states_howManyCompare_1_data","approx_states_howManyCompare_1_approx","approx_states_howManyCompare_1_confidence","precise_airline_didYouNotice_answer","precise_airline_didYouNotice_true","precise_airline_didYouNotice_confidence","precise_airline_howManyCompare_0_answer","precise_airline_howManyCompare_0_data","precise_airline_howManyCompare_0_approx","precise_airline_howManyCompare_0_precise","precise_airline_howManyCompare_0_confidence","precise_airline_howMany_answer","precise_airline_howMany_approx","precise_airline_howMany_precise","precise_airline_howMany_confidence","precise_airline_SelectAll_confidence","precise_airline_SelectAll_answer","precise_airline_SelectAll_approx","precise_airline_SelectAll_precise","precise_airline_SelectAll_jaccard_answer_precise","precise_airline_SelectAll_jaccard_approx_precise","precise_airline_SelectAll_jaccard_approx_answer","precise_airline_howManyCompare_1_answer","precise_airline_howManyCompare_1_data","precise_airline_howManyCompare_1_approx","precise_airline_howManyCompare_1_precise","precise_airline_howManyCompare_1_confidence","precise_airline_howManyCompare_2_answer","precise_airline_howManyCompare_2_data","precise_airline_howManyCompare_2_approx","precise_airline_howManyCompare_2_precise","precise_airline_howManyCompare_2_confidence","precise_states_didYouNotice_answer","precise_states_didYouNotice_true","precise_states_didYouNotice_confidence","precise_states_howMany_answer","precise_states_howMany_approx","precise_states_howMany_precise","precise_states_howMany_confidence","precise_states_howManyCompare_0_answer","precise_states_howManyCompare_0_data","precise_states_howManyCompare_0_approx","precise_states_howManyCompare_0_precise","precise_states_howManyCompare_0_confidence","precise_states_howManyCompare_1_answer","precise_states_howManyCompare_1_data","precise_states_howManyCompare_1_approx","precise_states_howManyCompare_1_precise","precise_states_howManyCompare_1_confidence","precise_states_howManyCompare_2_answer","precise_states_howManyCompare_2_data","precise_states_howManyCompare_2_approx","precise_states_howManyCompare_2_precise","precise_states_howManyCompare_2_confidence","precise_states_SelectAll_confidence","precise_states_SelectAll_answer","precise_states_SelectAll_approx","precise_states_SelectAll_precise","precise_states_SelectAll_jaccard_answer_precise","precise_states_SelectAll_jaccard_approx_precise","precise_states_SelectAll_jaccard_approx_answer","timing_approximate_questions_first_html","timing_approximate_second_html","timing_precise_questions_html","timing_approximate_questions_second_html","timing_precise_instructions_html","timing_demographics_html","timing_precise_first_html","timing_approximate_first_html","timing_instructions_html","timing_index_html","timing_precise_second_html","timing_thanks_html","demographics_problems","demographics_troubles","demographics_improved","demographics_gender","demographics_age","demographics_familiar","demographics_cheat"
"third","79273300","""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36""","Windows NT 6.3","Chrome/54","False","onlyNew","airline","1","1000","18","MA","AA","states","1","500","VX","153","strong_disagree","4200","4088","agree","300","WN","2155","strong_disagree","1500","PR","1000","strong_disagree","4300","4000","agree","2000","NY","2000","strong_disagree","True","False","weak_agree","2200","DL","5163","5163","weak_agree","4100","4088","4088","unknown","weak_agree","""UA,AA,AS,DL,VX,EV,B6""","""UA,AA,VX,DL,EV,B6,WN""","""UA,AA,VX,DL,EV,B6,WN""","0.75","1.0","0.75","3000","B6","5113","5113","weak_agree","3500","EV","1998","1998","disagree","True","True","agree","4100","4000","3928","agree","-3000","NY","2000","5085","disagree","500","CA","2000","1887","weak_agree","300","FL","8000","4986","weak_disagree","weak_disagree","""CA,FL,TX,MA,NY,PR""","""CA,FL,VA,MA,PR,NY""","""CA,FL,VA,MA,PR,NJ,NY""","0.625","0.8571428571428571","0.7142857142857143","33897","24353","112306","23154","5319","19017","17823","42965","1187","511301","11370","14835","-","no","-","female","39","expert","no"
"third","43548417","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.75 Safari/537.36""","Windows NT 10.0","Chrome/55","False","difference","states","14","100","18","MA","B6","airline","1000","6000","DL","1000","weak_agree","7750","8000","agree","3000","WN","5000","agree","4000","NJ","400","weak_agree","4700","3700","agree","3000","CA","1900","weak_agree","True","True","strong_agree","4500","DL","1000","5163","neutral","5000","8000","5113","weak_agree","neutral","""UA,AA,DL,B6,WN""","""AA,DL,B6,WN""","""UA,AA,VX,DL,EV,B6,WN""","0.7142857142857143","0.5714285714285714","0.8","2000","AA","5000","4088","weak_disagree","3000","WN","5000","2155","neutral","True","True","strong_agree","5000","3700","3928","agree","2000","NY","4800","5085","neutral","1000","CA","1900","1887","neutral","3500","VA","1100","961","weak_agree","weak_agree","""CA,VA,MA,NY,NJ""","""CA,FL,VA,MA,PR,NJ,NY""","""CA,FL,VA,MA,PR,NJ,NY""","0.7142857142857143","1.0","0.7142857142857143","28320","15911","98199","27766","7876","41816","36456","14502","","","19665","12410","none","no","""none that I can think of,""","male","30","familiar","no"
"third","79544988","""Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36""","Windows NT 6.1","Chrome/54","False","both","airline","15","200","14","MA","B6","states","100","2000","WN","2300","disagree","5500","5700","agree","4000","UA","300","neutral","-1500","NY","5600","neutral","3200","3200","weak_disagree","1000","CA","2400","neutral","True","True","strong_agree","1000","AA","3600","4088","neutral","5100","5700","5113","agree","weak_agree","""UA,AA,DL,EV,B6,WN""","""UA,AA,VX,DL,EV,B6,WN""","""UA,AA,VX,DL,EV,B6,WN""","0.8571428571428571","1.0","0.8571428571428571","1500","UA","300","583","neutral","2000","WN","2300","2155","strong_disagree","True","True","strong_agree","3000","3200","3928","weak_disagree","1000","NJ","200","327","neutral","-1000","NY","5600","5085","neutral","1500","FL","4800","4986","disagree","weak_disagree","""CA,FL,MA,GA,NY""","""CA,FL,VA,MA,PR,NJ,NY""","""CA,FL,VA,MA,PR,NJ,NY""","0.5","1.0","0.5","45523","28025","526711","48037","8591","28670","39139","48825","7104","5109","11539","29816","none","no","-","female","42","some","no"
"third","20505415","""Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.75 Safari/537.36""","Windows NT 6.1","Chrome/55","False","difference","states","10","200","10","FL","B6","airline","1000","1000","AA","4000","weak_agree","5000","5000","weak_agree","2000","DL","3000","weak_agree","5400","NJ","600","strong_agree","5900","5800","strong_agree","4900","VA","1000","strong_agree","True","True","strong_agree","-500","DL","3000","5163","weak_agree","5000","5000","5113","agree","strong_agree","""UA,AA,VX,DL,WN,EV,B6""","""UA,AA,DL,EV,B6,WN""","""UA,AA,VX,DL,EV,B6,WN""","1.0","0.8571428571428571","0.8571428571428571","1000","AA","4000","4088","weak_agree","3000","EV","1000","1998","agree","True","True","strong_agree","5000","5800","4986","weak_agree","5000","NJ","600","327","weak_agree","2000","MA","3200","3928","weak_disagree","3000","VA","1000","961","weak_disagree","strong_agree","""CA,FL,VA,MA,NY,NJ,PR""","""CA,FL,VA,MA,PR,NJ,NY""","""CA,FL,VA,MA,PR,NJ,NY""","1.0","1.0","1.0","32230","35547","260820","34160","6521","","72803","34589","5876","5072","22359","6036","","","","male","","",""
"third","88825154","Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0","Windows NT 10.0","Firefox/50","False","onlyNew","airline","11","500","2","NY","AA","states","100","-200","DL","4600","strong_agree","4400","4400","strong_agree","1500","UA","500","disagree","5000","CA","500","strong_agree","5500","6000","weak_agree","4500","VA","1000","strong_agree","True","True","strong_agree","4500","UA","500","583","neutral","5100","4400","4088","agree","agree","""UA,AA,VX,DL,WN,EV""","""UA,AA,VX,DL,EV,B6,WN""","""UA,AA,VX,DL,EV,B6,WN""","0.8571428571428571","1.0","0.8571428571428571","5000","VX","200","153","agree","1000","WN","1700","2155","neutral","True","True","strong_agree","5100","6000","5085","agree","4000","NJ","1000","327","weak_agree","250","MA","5500","3928","agree","4000","VA","1000","961","weak_agree","strong_agree","""CA,FL,VA,MA,NY,NJ,PR""","""CA,FL,VA,MA,PR,NJ,NY""","""CA,FL,VA,MA,PR,NJ,NY""","1.0","1.0","1.0","65468","42450","135340","29569","9159","36338","37396","47501","42386","2532","20983","2005","No problems","no","""No suggestions, seems like a good study.""","male","52","some","no"
"third","21045111","""Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36""","Windows NT 6.1","Chrome/54","False","difference","states","5","200","4","NY","AA","airline","1000","5000","EV","1000","agree","6000","6000","strong_agree","4000","WN","2000","weak_agree","500","MA","4600","agree","5000","5000","strong_agree","1000","PR","1200","weak_disagree","True","True","agree","2000","UA","2000","583","disagree","6000","6000","4088","agree","agree","""UA,AA,DL,EV,B6,WN""","""UA,AA,DL,EV,B6,WN""","""UA,AA,VX,DL,EV,B6,WN""","0.8571428571428571","0.8571428571428571","1.0","5000","EV","1000","1998","weak_agree","4000","WN","2000","2155","agree","True","True","strong_agree","4900","5000","5085","strong_agree","2000","NJ","400","327","strong_disagree","500","MA","4600","3928","weak_disagree","3000","PR","1200","950","weak_agree","agree","""FL,MA,NY,NJ,PR""","""CA,FL,VA,MA,PR,NJ,NY""","""CA,FL,VA,MA,PR,NJ,NY""","0.7142857142857143","1.0","0.7142857142857143","33951","28029","141116","34998","6848","26698","44922","37867","17805","9493","27189","8711","-","no","-","male","30","some","no"
"third","57315921","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36""","Windows NT 10.0","Chrome/54","False","difference","airline","20","200","10","MA","DL","states","200","-1600","B6","6000","weak_agree","4400","4400","agree","2200","WN","2200","agree","2400","PR","800","agree","3200","3200","strong_agree","2200","VA","1000","agree","True","True","strong_agree","1100","AA","4600","4088","weak_agree","5200","4400","5163","agree","strong_agree","""UA,AA,VX,DL,WN,EV,B6""","""UA,AA,DL,EV,B6,WN""","""UA,AA,VX,DL,EV,B6,WN""","1.0","0.8571428571428571","0.8571428571428571","4700","UA","600","583","agree","100","B6","6000","5113","weak_agree","True","True","strong_agree","4900","3200","3928","strong_agree","-200","NY","4200","5085","agree","-100","FL","5800","4986","agree","3920","VA","1000","961","weak_agree","strong_agree","""CA,FL,VA,MA,NY,NJ,PR""","""CA,FL,VA,MA,PR,NJ,NY""","""CA,FL,VA,MA,PR,NJ,NY""","1.0","1.0","1.0","87681","92293","248805","55469","10786","27687","132839","80463","47003","12481","77270","32863","No","no","No","female","43","some","yes"
"third","71996586","""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36""","Windows NT 10.0","Chrome/54","False","both","airline","14","500","8","MA","AA","states","200","1500","B6","5200","strong_disagree","3750","3600","strong_agree","1000","WN","1800","strong_disagree","0","FL","7000","strong_agree","3500","3500","strong_agree","1000","VA","1000","strong_disagree","True","True","strong_agree","2000","VX","200","153","disagree","4100","3600","4088","strong_agree","agree","""UA,AA,VX,DL,WN,EV,B6""","""UA,AA,VX,DL,EV,B6,WN""","""UA,AA,VX,DL,EV,B6,WN""","1.0","1.0","1.0","0","B6","5200","5113","strong_agree","1500","WN","1800","2155","disagree","True","True","strong_agree","3900","3500","3928","strong_agree","0","NJ","500","327","strong_agree","2000","CA","1500","1887","agree","0","FL","7000","4986","strong_agree","agree","""CA,FL,VA,MA,NY,NJ,PR""","""CA,FL,VA,MA,PR,NJ,NY""","""CA,FL,VA,MA,PR,NJ,NY""","1.0","1.0","1.0","39729","27709","172435","34990","5331","28594","18261","24224","62699","7564","12922","15943","No","no","No it was fine as is.","male","42","some","no"
"third","83205605","""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36""","Windows NT 10.0","Chrome/54","False","both","states","12","1","1","MA","AA","airline","200","1000","B6","4200","weak_agree","4500","4800","weak_agree","2000","EV","2600","weak_agree","-500","NY","5085","weak_agree","4000","3928","weak_agree","2000","VA","961","weak_agree","True","True","strong_agree","-1500","DL","4800","5163","weak_agree","3000","4800","4088","weak_agree","agree","""UA,AA,DL,EV,B6,WN""","""UA,AA,VX,DL,EV,B6,WN""","""UA,AA,VX,DL,EV,B6,WN""","0.8571428571428571","1.0","0.8571428571428571","-500","UA","200","583","weak_agree","1000","WN","2400","2155","weak_agree","True","False","strong_agree","5000","3928","3928","weak_agree","-500","NY","5085","5085","weak_agree","2000","CA","1887","1887","weak_agree","3000","PR","950","950","weak_agree","neutral","""CA,FL,VA,MA,NY,NJ,PR""","""CA,FL,VA,MA,PR,NJ,NY""","""CA,FL,VA,MA,PR,NJ,NY""","1.0","1.0","1.0","71260","21216","128285","36703","5710","30580","32948","11674","44586","35203","13886","267539","no","no","no","male","26","some","no"
"third","61154389","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36""","Mac OS X 10_11","Chrome/54","False","difference","airline","12","1000","7","FL","DL","states","100","100","AA","5300","weak_agree","5000","5000","strong_agree","2000","EV","1600","weak_agree","2000","MA","5000","agree","3000","3000","strong_agree","1000","NY","4000","agree","True","True","strong_agree","2000","UA","800","583","weak_agree","5000","5000","5163","agree","weak_agree","""UA,AA,VX,DL,EV,B6""","""UA,AA,DL,EV,B6,WN""","""UA,AA,VX,DL,EV,B6,WN""","0.8571428571428571","0.8571428571428571","0.7142857142857143","200","EV","1600","1998","weak_agree","1000","WN","1900","2155","weak_agree","True","True","agree","5200","3000","4986","weak_agree","1000","CA","2000","1887","disagree","500","MA","5000","3928","disagree","4000","VA","1000","961","weak_agree","weak_agree","""CA,FL,VA,MA,NY,NJ,PR""","""CA,FL,VA,MA,PR,NY""","""CA,FL,VA,MA,PR,NJ,NY""","1.0","0.8571428571428571","0.8571428571428571","27929","45758","123567","27663","16718","19554","58770","48701","33403","2440","38892","13159","no","no","no","female","26","familiar","no"
"third","71607423","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.98 Safari/537.36""","Mac OS X 10_12","Chrome/54","False","both","states","1","200","4","NY","DL","airline","1","4500","VX","153","agree","5000","5163","strong_agree","3000","WN","2155","weak_agree","-4000","MA","4600","strong_disagree","5000","5000","strong_disagree","-4500","VA","800","strong_disagree","False","False","weak_agree","500","UA","583","583","weak_disagree","5000","5163","5163","agree","agree","""AA,VX,DL,WN,EV,B6""","""UA,AA,VX,DL,EV,B6,WN""","""UA,AA,VX,DL,EV,B6,WN""","0.8571428571428571","1.0","0.8571428571428571","4500","VX","153","153","agree","3000","EV","1998","1998","weak_agree","True","True","weak_agree","5000","5000","5085","weak_agree","2000","CA","2000","1887","weak_agree","300","MA","4600","3928","weak_agree","4000","VA","800","961","weak_agree","agree","""CA,FL,VA,MA,NY,NJ,PR""","""CA,FL,VA,MA,PR,NJ,NY""","""CA,FL,VA,MA,PR,NJ,NY""","1.0","1.0","1.0","39985","15086","86970","29089","3899","26065","20306","17349","10667","5195","12148","20278","-","no","-","male","26","some","no"
"third","77642132","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36""","Windows NT 10.0","Chrome/54","False","onlyNew","states","11","100","15","MA","DL","airline","1000","2000","B6","3000","weak_agree","5000","5000","strong_agree","2000","WN","3000","weak_agree","-1200","NY","4800","agree","3000","3000","strong_agree","2000","VA","1000","weak_agree","True","True","strong_agree","1000","AA","2000","4088","weak_agree","5200","5000","5163","agree","strong_agree","""UA,AA,VX,DL,WN,EV,B6""","""UA,AA,VX,DL,EV,B6,WN""","""UA,AA,VX,DL,EV,B6,WN""","1.0","1.0","1.0","3500","EV","4000","1998","agree","3000","WN","3000","2155","agree","True","True","strong_agree","4000","3000","3928","agree","3500","NJ","500","327","agree","3000","PR","1200","950","agree","-2500","FL","5400","4986","agree","strong_agree","""CA,FL,VA,MA,NY,NJ,PR""","""CA,FL,VA,MA,PR,NJ,NY""","""CA,FL,VA,MA,PR,NJ,NY""","1.0","1.0","1.0","48971","56220","210508","51924","7002","78718","56978","50678","27933","24997","38721","69782","No problems.","no","Nothing comes to mind. ","male","40","some","no"
"third","62759895","Mozilla/5.0 (Windows NT 10.0; rv:50.0) Gecko/20100101 Firefox/50.0","Windows NT 10.0","Firefox/50","False","both","states","1","1","1","NY","AA","airline","1","500","DL","5163","strong_disagree","4100","4088","strong_agree","2000","WN","2155","strong_disagree","2500","PR","950","strong_disagree","5050","5085","strong_agree","2000","CA","1887","strong_disagree","False","False","strong_agree","2000","UA","583","583","strong_disagree","4100","4088","4088","agree","strong_disagree","""UA,AA,AS,DL,WN,EV,B6""","""UA,AA,VX,DL,EV,B6,WN""","""UA,AA,VX,DL,EV,B6,WN""","0.75","1.0","0.75","500","EV","1998","1998","strong_disagree","500","WN","2155","2155","strong_disagree","False","False","strong_agree","5050","5085","5085","weak_agree","2500","NJ","327","327","strong_disagree","500","CA","1887","1887","strong_disagree","2000","FL","4986","4986","strong_disagree","strong_disagree","""CA,IL,TX,MA,PR,NY""","""CA,FL,VA,MA,PR,NJ,NY""","""CA,FL,VA,MA,PR,NJ,NY""","0.4444444444444444","1.0","0.4444444444444444","32049","23278","83924","20267","6149","21183","174680","29032","33334","30891","12445","12275","no","no","no","male","31","familiar","no"
"third","21418137","""Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36""","Windows NT 6.3","Chrome/54","False","difference","airline","4","500","6","NY","AA","states","200","-4000","B6","4400","strong_disagree","5000","5200","agree","-2000","WN","1600","weak_disagree","-2000","MA","5000","weak_disagree","4900","5000","agree","0","FL","5000","neutral","True","True","agree","1000","UA","600","583","weak_disagree","4400","5200","4088","disagree","neutral","""UA,AA,VX,DL,WN,EV,B6""","""UA,AA,DL,EV,B6,WN""","""UA,AA,VX,DL,EV,B6,WN""","1.0","0.8571428571428571","0.8571428571428571","-400","B6","4400","5113","neutral","3000","EV","2200","1998","disagree","True","True","weak_agree","4000","5000","5085","strong_disagree","1000","MA","5000","3928","weak_disagree","2000","PR","1500","950","disagree","0","FL","5000","4986","strong_disagree","strong_disagree","""FL,MA,GA,NY,NJ,PR""","""FL,VA,MA,PR,NY""","""CA,FL,VA,MA,PR,NJ,NY""","0.625","0.7142857142857143","0.5714285714285714","45877","13205","169933","24282","8866","23039","36789","23321","29904","52003","11919","13887","no technical problems","no","-","male","28","none","no"
"third","76024785","""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36""","Windows NT 10.0","Chrome/54","False","onlyNew","airline","3","100","20","MA","B6","states","500","3000","VX","500","neutral","4500","5000","agree","2000","AA","5000","weak_agree","1000","CA","2300","agree","3400","3400","strong_agree","1600","VA","1400","weak_agree","True","True","strong_agree","1000","AA","5000","4088","agree","5000","5000","5113","agree","strong_agree","""UA,AA,VX,DL,WN,EV,B6""","""UA,AA,VX,DL,EV,B6,WN""","""UA,AA,VX,DL,EV,B6,WN""","1.0","1.0","1.0","2200","EV","2500","1998","weak_disagree","2000","WN","1000","2155","weak_disagree","True","True","strong_agree","3500","3400","3928","agree","-500","NY","4900","5085","weak_disagree","-200","FL","4400","4986","disagree","3600","VA","1400","961","weak_agree","agree","""CA,FL,TX,VA,MA,NY,NJ""","""CA,FL,VA,MA,PR,NJ,NY""","""CA,FL,VA,MA,PR,NJ,NY""","0.75","1.0","0.75","117817","36503","271522","47006","10099","29654","64379","38312","46366","145667","62106","15231","No","no","Was fine","male","46","familiar","no"
"third","45840218","""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36""","Windows NT 10.0","Chrome/54","False","difference","states","1","1","1","MA","DL","airline","1","0","B6","5113","strong_agree","5000","5163","strong_agree","3000","WN","2155","strong_agree","-1000","NY","5085","strong_agree","4000","3928","strong_agree","-1000","FL","4986","strong_agree","True","False","agree","5000","VX","153","153","agree","17500","5163","5163","agree","agree","""UA,AA,VX,DL,WN,EV,B6""","""UA,AA,VX,DL,EV,B6,WN""","""UA,AA,VX,DL,EV,B6,WN""","1.0","1.0","1.0","100","B6","5113","5113","strong_agree","3000","WN","2155","2155","weak_agree","True","False","strong_agree","3900","3928","3928","strong_agree","1600","NY","5085","5085","agree","2000","CA","1887","1887","agree","3000","VA","961","961","unknown","strong_agree","""CA,FL,VA,MA,NY,NJ,PR""","""CA,FL,VA,MA,PR,NJ,NY""","""CA,FL,VA,MA,PR,NJ,NY""","1.0","1.0","1.0","83211","41844","575428","99367","7870","52709","184642","148534","39324","27924","77830","41253","no","no","no","female","43","familiar","yes"
"third","95378753","""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36""","Windows NT 10.0","Chrome/54","False","difference","states","1","200","3","MA","DL","airline","1","5000","VX","153","weak_agree","5200","5163","agree","3200","EV","1998","weak_agree","3000","PR","1400","weak_agree","4400","4400","agree","3000","VA","1400","weak_agree","False","False","strong_agree","1000","AA","4088","4088","disagree","5000","5163","5163","strong_agree","strong_disagree","""UA,AA,VX,DL,WN,EV,B6""","""UA,AA,VX,DL,EV,B6,WN""","""UA,AA,VX,DL,EV,B6,WN""","1.0","1.0","1.0","4800","VX","153","153","agree","100","B6","5113","5113","weak_agree","True","True","strong_agree","3900","4400","3928","agree","-1100","NY","4800","5085","weak_disagree","-1000","FL","3800","4986","disagree","3000","VA","1400","961","weak_agree","strong_disagree","""CA,FL,VA,MA,NY,NJ,PR""","""CA,FL,VA,MA,PR,NY""","""CA,FL,VA,MA,PR,NJ,NY""","1.0","0.8571428571428571","0.8571428571428571","57481","25657","176109","35796","3810","20796","21900","22053","22829","4306","13149","23901","No","no","No","female","33","expert","no"
"third","26308857","""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36""","Windows NT 10.0","Chrome/54","False","both","airline","12","200","19","FL","AA","states","1000","-2000","B6","7000","weak_agree","5000","5000","agree","4000","DL","6000","weak_disagree","6000","NJ","400","weak_agree","6600","6600","agree","5000","VA","1000","agree","True","True","agree","-1000","DL","6000","5163","weak_agree","4200","5000","4088","agree","agree","""UA,AA,VX,DL,WN,B6""","""UA,AA,DL,B6""","""UA,AA,VX,DL,EV,B6,WN""","0.8571428571428571","0.5714285714285714","0.6666666666666666","3000","UA","1000","583","weak_agree","-1000","B6","7000","5113","weak_agree","True","True","agree","5000","6600","4986","weak_agree","-500","NY","4400","5085","weak_agree","2500","CA","1000","1887","weak_disagree","1000","MA","4000","3928","weak_agree","agree","""CA,FL,MA,NY,NJ""","""CA,FL,VA,MA,PR,NJ,NY""","""CA,FL,VA,MA,PR,NJ,NY""","0.7142857142857143","1.0","0.7142857142857143","57810","22902","248506","66462","10071","35924","30960","31885","47921","11361","26819","26505","none","no","All good.","male","46","familiar","no"
"third","89431160","""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36""","Windows NT 6.1","Chrome/54","False","difference","states","11","1","1","FL","B6","airline","500","3000","VX","500","strong_disagree","6000","6000","strong_agree","500","AA","5500","agree","4000","NJ","327","strong_disagree","5000","4986","strong_agree","2000","CA","1887","neutral","True","True","strong_agree","-100","DL","4500","5163","weak_agree","5100","6000","5113","strong_agree","disagree","""AA,VX,DL,EV,B6""","""AA,VX,WN,EV,B6,DL""","""UA,AA,VX,DL,EV,B6,WN""","0.7142857142857143","0.8571428571428571","0.8333333333333334","1000","AA","5500","4088","weak_disagree","4000","EV","1000","1998","disagree","False","False","strong_agree","5000","4986","4986","strong_agree","4500","NJ","327","327","weak_agree","-200","NY","5085","5085","weak_agree","3000","CA","1887","1887","weak_agree","weak_agree","""CA,FL,VA,MA,NY,NJ""","""CA,FL,VA,MA,PR,NJ,NY""","""CA,FL,VA,MA,PR,NJ,NY""","0.8571428571428571","1.0","0.8571428571428571","28283","22386","141208","20030","7486","35613","46038","22059","31807","4084","27884","10095","I had no problems.","no","It seemed good overall.","male","28","expert","no"
"third","72925790","Mozilla/5.0 (Windows NT 6.3; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0","Windows NT 6.3","Firefox/50","False","difference","airline","3","1","1","FL","AA","states","100","-125","DL","5100","disagree","1500","4900","disagree","200","EV","2200","disagree","4600","NJ","327","weak_agree","5000","4986","agree","4000","PR","950","disagree","True","True","strong_agree","2000","VX","400","153","disagree","4900","4900","4088","agree","weak_agree","""AA,VX,DL,WN,EV,B6""","""UA,AA,VX,DL,EV,B6,WN""","""UA,AA,VX,DL,EV,B6,WN""","0.8571428571428571","1.0","0.8571428571428571","-100","B6","4300","5113","neutral","1000","WN","1800","2155","disagree","True","False","strong_agree","10000","4986","4986","disagree","4500","NJ","327","327","disagree","100","NY","5085","5085","disagree","2000","VA","961","961","disagree","neutral","""FL,VA,MA,NY,NJ,PR""","""CA,FL,VA,MA,PR,NJ,NY""","""CA,FL,VA,MA,PR,NJ,NY""","0.8571428571428571","1.0","0.8571428571428571","54417","23945","139531","43293","9744","","30929","31554","42443","3063","14258","6309","","no","","female","35","familiar",""
"third","79707421","""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36""","Windows NT 10.0","Chrome/54","False","difference","airline","4","200","13","FL","B6","states","1000","2000","DL","4000","strong_disagree","4000","4000","agree","2000","WN","2000","strong_disagree","2000","MA","4600","strong_disagree","5000","5000","agree","200","NY","4800","neutral","True","True","neutral","-100","AA","5000","4088","neutral","5000","4000","5113","agree","weak_disagree","""AA,VX,DL,WN,B6""","""UA,AA,VX,DL,EV,B6,WN""","""UA,AA,VX,DL,EV,B6,WN""","0.7142857142857143","1.0","0.7142857142857143","3000","VX","1000","153","strong_disagree","2000","WN","2000","2155","strong_disagree","True","True","agree","5000","5000","4986","agree","3000","CA","2200","1887","strong_disagree","800","MA","4600","3928","strong_disagree","2400","VA","800","961","strong_disagree","neutral","""CA,FL,VA,MA,NY""","""CA,FL,VA,MA,PR,NJ,NY""","""CA,FL,VA,MA,PR,NJ,NY""","0.7142857142857143","1.0","0.7142857142857143","24700","28053","121129","50669","5580","33330","48601","24782","28095","5420","26858","27626","no","yes","-","female","29","some","no"
"third","73348785","Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0","Windows NT 10.0","Firefox/50","False","onlyNew","states","5","1000","2","FL","B6","airline","100","3950","VX","200","agree","4000","4000","strong_agree","3900","EV","1900","weak_agree","1000","PR","1000","weak_agree","3000","3000","strong_agree","0","CA","3000","agree","True","True","agree","-100","DL","4500","5163","weak_disagree","5100","4000","5113","weak_agree","weak_disagree","""UA,AA,VX,DL,WN,B6""","""UA,AA,VX,DL,EV,B6,WN""","""UA,AA,VX,DL,EV,B6,WN""","0.8571428571428571","1.0","0.8571428571428571","1000","UA","700","583","disagree","4500","EV","1900","1998","weak_agree","True","True","strong_agree","5100","3000","4986","agree","0","NY","9000","5085","agree","2500","CA","3000","1887","weak_agree","1000","MA","2000","3928","weak_agree","strong_agree","""CA,FL,VA,MA,NY,NJ,PR""","""CA,FL,MA,PR,NY""","""CA,FL,VA,MA,PR,NJ,NY""","1.0","0.7142857142857143","0.7142857142857143","42477","42202","223359","38560","11222","","36287","36180","42663","8705","31597","16437","none","no","","male","41","none","no"
"third","77955785","""Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.75 Safari/537.36""","Windows NT 6.1","Chrome/55","False","difference","states","9","500","9","MA","AA","airline","1000","3000","WN","1000","agree","4000","4000","strong_agree","2000","UA","2000","agree","-1000","NY","4500","agree","3500","3500","agree","-3500","FL","7000","agree","True","True","strong_agree","-1200","DL","6000","5163","weak_agree","4100","4000","4088","weak_agree","strong_agree","""UA,AA,VX,DL,WN,EV,B6""","""UA,AA,DL,EV,B6,WN""","""UA,AA,VX,DL,EV,B6,WN""","1.0","0.8571428571428571","0.8571428571428571","2100","EV","2000","1998","weak_agree","1800","WN","1000","2155","agree","True","True","strong_agree","4100","3500","3928","agree","-1300","NY","4500","5085","agree","1800","CA","2000","1887","weak_agree","2700","PR","500","950","weak_agree","strong_agree","""CA,FL,VA,MA,NY,NJ,PR""","""CA,FL,VA,MA,PR,NY""","""CA,FL,VA,MA,PR,NJ,NY""","1.0","0.8571428571428571","0.8571428571428571","169321","18558","606329","100675","14891","87552","64718","32033","45626","","18487","62111","None.","no","Maybe improve on the scale to make estimations easier.","male","24","some","no"
